1,2,3,4,5,6,7,8,9,10,Name,MSE-NS-3,MSE-AM,Notes
29.6086,29.7542,29.6344,29.2375,28.8156,28.4111,28.0896,27.2663,27.4512,27.2415,ns-3,0.0,0.0,
29.0407,29.8497,29.4618,28.9182,28.4095,27.9493,27.5456,27.1905,26.871,26.579,Analytical model,0.0,0.0,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.0971648,26.72527872000001,DCF-SimPy,0.226,804.0,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.097164799999998,26.72527872000001,DCF-SimPy,0.226,12.8,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.0971648,26.72527872000001,DCF-SimPy,0.226,12.8,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.097164799999998,26.72527872000001,DCF-SimPy,0.226,12.8,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.0971648,26.72527872000001,DCF-SimPy,0.226,12.8,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.097164799999998,26.72527872000001,DCF-SimPy,0.226,10.2,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.0971648,26.72527872000001,DCF-SimPy,0.226,10.2,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.097164799999998,26.72527872000001,DCF-SimPy,0.226,10.2,
29.045739520000005,29.69235968000001,29.49876224,29.13723904,28.67844608,28.259809279999995,27.84635392000001,27.46975744,27.0971648,26.72527872000001,DCF-SimPy,0.226,10.2,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.6660992,29.5212544,29.2068352,28.7251968,28.268288,27.779584000000003,27.4639872,27.167232,26.6655744,DCF-SimPy,0.223,10.1,
29.049036800000003,29.666099199999998,29.5212544,29.2068352,28.7251968,28.268288000000002,27.779584000000003,27.4639872,27.167232000000002,26.6655744,DCF-SimPy,0.223,10.1,
